city,title,location,price(L),rate_persqft,area_insqft,building_status,last_updated_date
Mumbai,3 BHK Apartment,Bandra East,799.0,53877 ,1483 ,Ready to move,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,700.0,36842 ,1900 ,Ready to move,Last update - 16-01-2020
Mumbai,3 BHK Apartment,Bandra East,710.0,34855 ,2037 ,Ready to move,Last update - 16-01-2020
Mumbai,4 BHK Apartment,Bandra East,850.0,39627 ,2145 ,Ready to move,Last update - 16-01-2020
Mumbai,4 BHK Apartment,Bandra East,1011.0,42301 ,2390 ,Ready to move,Last update - 16-01-2020
Mumbai,1 BHK Apartment,Bandra East,82.0,19617 ,418 ,Under Construction,Last update - 29-11-2019
Mumbai,2 BHK Apartment,Bandra East,157.0,18847 ,833 ,Under Construction,Last update - 29-11-2019
Mumbai,4 BHK Apartment,Bandra East,1100.0,64327 ,1710 ,Under Construction,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,841.0,52398 ,1605 ,Ready to move,Last update - 15-01-2020
Mumbai,4 BHK Apartment,Bandra East,869.9999999999999,47463 ,1833 ,Ready to move,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,545.0,34062 ,1600 ,Under Construction,Last update - 19-11-2019
Mumbai,2 BHK Apartment,Bandra East,350.0,29166 ,1200 ,Under Construction,Last update - 19-11-2019
Mumbai,1 BHK Apartment,Bandra East,125.0,32467 ,385 ,Ready to move,Last update - 13-12-2019
Mumbai,1 BHK Apartment,Bandra East,82.0,19617 ,418 ,Under Construction,Last update - 23-11-2019
Mumbai,2 BHK Apartment,Bandra East,157.0,18847 ,833 ,Under Construction,Last update - 23-11-2019
Mumbai,3 BHK Apartment,Bandra East,240.0,25263 ,950 ,Ready to move,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,700.0,36842 ,1900 ,Ready to move,Last update - 16-01-2020
Mumbai,1 BHK Apartment,Bandra East,170.0,28099 ,605 ,Ready to move,Last update - 24-01-2020
Mumbai,1 BHK Apartment,Bandra East,110.00000000000001,27500 ,400 ,Ready to move,Last update - 26-11-2019
Mumbai,2 BHK Apartment,Bandra East,400.0,36363 ,1100 ,Ready to move,Last update - 16-10-2019
Mumbai,3 BHK Apartment,Bandra East,799.0,53877 ,1483 ,Ready to move,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,700.0,36842 ,1900 ,Ready to move,Last update - 16-01-2020
Mumbai,3 BHK Apartment,Bandra East,710.0,34855 ,2037 ,Ready to move,Last update - 16-01-2020
Mumbai,4 BHK Apartment,Bandra East,850.0,39627 ,2145 ,Ready to move,Last update - 16-01-2020
Mumbai,4 BHK Apartment,Bandra East,1011.0,42301 ,2390 ,Ready to move,Last update - 16-01-2020
Mumbai,1 BHK Apartment,Bandra East,82.0,19617 ,418 ,Under Construction,Last update - 29-11-2019
Mumbai,2 BHK Apartment,Bandra East,157.0,18847 ,833 ,Under Construction,Last update - 29-11-2019
Mumbai,4 BHK Apartment,Bandra East,1100.0,64327 ,1710 ,Under Construction,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,841.0,52398 ,1605 ,Ready to move,Last update - 15-01-2020
Mumbai,4 BHK Apartment,Bandra East,869.9999999999999,47463 ,1833 ,Ready to move,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,545.0,34062 ,1600 ,Under Construction,Last update - 19-11-2019
Mumbai,2 BHK Apartment,Bandra East,350.0,29166 ,1200 ,Under Construction,Last update - 19-11-2019
Mumbai,1 BHK Apartment,Bandra East,125.0,32467 ,385 ,Ready to move,Last update - 13-12-2019
Mumbai,1 BHK Apartment,Bandra East,82.0,19617 ,418 ,Under Construction,Last update - 23-11-2019
Mumbai,2 BHK Apartment,Bandra East,157.0,18847 ,833 ,Under Construction,Last update - 23-11-2019
Mumbai,3 BHK Apartment,Bandra East,240.0,25263 ,950 ,Ready to move,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,700.0,36842 ,1900 ,Ready to move,Last update - 16-01-2020
Mumbai,1 BHK Apartment,Bandra East,170.0,28099 ,605 ,Ready to move,Last update - 24-01-2020
Mumbai,1 BHK Apartment,Bandra East,110.00000000000001,27500 ,400 ,Ready to move,Last update - 26-11-2019
Mumbai,2 BHK Apartment,Bandra East,400.0,36363 ,1100 ,Ready to move,Last update - 16-10-2019
Mumbai,3 BHK Apartment,Bandra East,799.0,53877 ,1483 ,Ready to move,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,700.0,36842 ,1900 ,Ready to move,Last update - 16-01-2020
Mumbai,3 BHK Apartment,Bandra East,710.0,34855 ,2037 ,Ready to move,Last update - 16-01-2020
Mumbai,4 BHK Apartment,Bandra East,850.0,39627 ,2145 ,Ready to move,Last update - 16-01-2020
Mumbai,4 BHK Apartment,Bandra East,1011.0,42301 ,2390 ,Ready to move,Last update - 16-01-2020
Mumbai,1 BHK Apartment,Bandra East,82.0,19617 ,418 ,Under Construction,Last update - 29-11-2019
Mumbai,2 BHK Apartment,Bandra East,157.0,18847 ,833 ,Under Construction,Last update - 29-11-2019
Mumbai,4 BHK Apartment,Bandra East,1100.0,64327 ,1710 ,Under Construction,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,841.0,52398 ,1605 ,Ready to move,Last update - 15-01-2020
Mumbai,4 BHK Apartment,Bandra East,869.9999999999999,47463 ,1833 ,Ready to move,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,545.0,34062 ,1600 ,Under Construction,Last update - 19-11-2019
Mumbai,2 BHK Apartment,Bandra East,350.0,29166 ,1200 ,Under Construction,Last update - 19-11-2019
Mumbai,1 BHK Apartment,Bandra East,125.0,32467 ,385 ,Ready to move,Last update - 13-12-2019
Mumbai,1 BHK Apartment,Bandra East,82.0,19617 ,418 ,Under Construction,Last update - 23-11-2019
Mumbai,2 BHK Apartment,Bandra East,157.0,18847 ,833 ,Under Construction,Last update - 23-11-2019
Mumbai,3 BHK Apartment,Bandra East,240.0,25263 ,950 ,Ready to move,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,700.0,36842 ,1900 ,Ready to move,Last update - 16-01-2020
Mumbai,1 BHK Apartment,Bandra East,170.0,28099 ,605 ,Ready to move,Last update - 24-01-2020
Mumbai,1 BHK Apartment,Bandra East,110.00000000000001,27500 ,400 ,Ready to move,Last update - 26-11-2019
Mumbai,2 BHK Apartment,Bandra East,400.0,36363 ,1100 ,Ready to move,Last update - 16-10-2019
Mumbai,3 BHK Apartment,Bandra East,799.0,53877 ,1483 ,Ready to move,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,700.0,36842 ,1900 ,Ready to move,Last update - 16-01-2020
Mumbai,3 BHK Apartment,Bandra East,710.0,34855 ,2037 ,Ready to move,Last update - 16-01-2020
Mumbai,4 BHK Apartment,Bandra East,850.0,39627 ,2145 ,Ready to move,Last update - 16-01-2020
Mumbai,4 BHK Apartment,Bandra East,1011.0,42301 ,2390 ,Ready to move,Last update - 16-01-2020
Mumbai,1 BHK Apartment,Bandra East,82.0,19617 ,418 ,Under Construction,Last update - 29-11-2019
Mumbai,2 BHK Apartment,Bandra East,157.0,18847 ,833 ,Under Construction,Last update - 29-11-2019
Mumbai,4 BHK Apartment,Bandra East,1100.0,64327 ,1710 ,Under Construction,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,841.0,52398 ,1605 ,Ready to move,Last update - 15-01-2020
Mumbai,4 BHK Apartment,Bandra East,869.9999999999999,47463 ,1833 ,Ready to move,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,545.0,34062 ,1600 ,Under Construction,Last update - 19-11-2019
Mumbai,2 BHK Apartment,Bandra East,350.0,29166 ,1200 ,Under Construction,Last update - 19-11-2019
Mumbai,1 BHK Apartment,Bandra East,125.0,32467 ,385 ,Ready to move,Last update - 13-12-2019
Mumbai,1 BHK Apartment,Bandra East,82.0,19617 ,418 ,Under Construction,Last update - 23-11-2019
Mumbai,2 BHK Apartment,Bandra East,157.0,18847 ,833 ,Under Construction,Last update - 23-11-2019
Mumbai,3 BHK Apartment,Bandra East,240.0,25263 ,950 ,Ready to move,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,700.0,36842 ,1900 ,Ready to move,Last update - 16-01-2020
Mumbai,1 BHK Apartment,Bandra East,170.0,28099 ,605 ,Ready to move,Last update - 24-01-2020
Mumbai,1 BHK Apartment,Bandra East,110.00000000000001,27500 ,400 ,Ready to move,Last update - 26-11-2019
Mumbai,2 BHK Apartment,Bandra East,400.0,36363 ,1100 ,Ready to move,Last update - 16-10-2019
Mumbai,3 BHK Apartment,Bandra East,799.0,53877 ,1483 ,Ready to move,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,700.0,36842 ,1900 ,Ready to move,Last update - 16-01-2020
Mumbai,3 BHK Apartment,Bandra East,710.0,34855 ,2037 ,Ready to move,Last update - 16-01-2020
Mumbai,4 BHK Apartment,Bandra East,850.0,39627 ,2145 ,Ready to move,Last update - 16-01-2020
Mumbai,4 BHK Apartment,Bandra East,1011.0,42301 ,2390 ,Ready to move,Last update - 16-01-2020
Mumbai,1 BHK Apartment,Bandra East,82.0,19617 ,418 ,Under Construction,Last update - 29-11-2019
Mumbai,2 BHK Apartment,Bandra East,157.0,18847 ,833 ,Under Construction,Last update - 29-11-2019
Mumbai,4 BHK Apartment,Bandra East,1100.0,64327 ,1710 ,Under Construction,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,841.0,52398 ,1605 ,Ready to move,Last update - 15-01-2020
Mumbai,4 BHK Apartment,Bandra East,869.9999999999999,47463 ,1833 ,Ready to move,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,545.0,34062 ,1600 ,Under Construction,Last update - 19-11-2019
Mumbai,2 BHK Apartment,Bandra East,350.0,29166 ,1200 ,Under Construction,Last update - 19-11-2019
Mumbai,1 BHK Apartment,Bandra East,125.0,32467 ,385 ,Ready to move,Last update - 13-12-2019
Mumbai,1 BHK Apartment,Bandra East,82.0,19617 ,418 ,Under Construction,Last update - 23-11-2019
Mumbai,2 BHK Apartment,Bandra East,157.0,18847 ,833 ,Under Construction,Last update - 23-11-2019
Mumbai,3 BHK Apartment,Bandra East,240.0,25263 ,950 ,Ready to move,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,700.0,36842 ,1900 ,Ready to move,Last update - 16-01-2020
Mumbai,1 BHK Apartment,Bandra East,170.0,28099 ,605 ,Ready to move,Last update - 24-01-2020
Mumbai,1 BHK Apartment,Bandra East,110.00000000000001,27500 ,400 ,Ready to move,Last update - 26-11-2019
Mumbai,2 BHK Apartment,Bandra East,400.0,36363 ,1100 ,Ready to move,Last update - 16-10-2019
Mumbai,3 BHK Apartment,Bandra East,799.0,53877 ,1483 ,Ready to move,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,700.0,36842 ,1900 ,Ready to move,Last update - 16-01-2020
Mumbai,3 BHK Apartment,Bandra East,710.0,34855 ,2037 ,Ready to move,Last update - 16-01-2020
Mumbai,4 BHK Apartment,Bandra East,850.0,39627 ,2145 ,Ready to move,Last update - 16-01-2020
Mumbai,4 BHK Apartment,Bandra East,1011.0,42301 ,2390 ,Ready to move,Last update - 16-01-2020
Mumbai,1 BHK Apartment,Bandra East,82.0,19617 ,418 ,Under Construction,Last update - 29-11-2019
Mumbai,2 BHK Apartment,Bandra East,157.0,18847 ,833 ,Under Construction,Last update - 29-11-2019
Mumbai,4 BHK Apartment,Bandra East,1100.0,64327 ,1710 ,Under Construction,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,841.0,52398 ,1605 ,Ready to move,Last update - 15-01-2020
Mumbai,4 BHK Apartment,Bandra East,869.9999999999999,47463 ,1833 ,Ready to move,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,545.0,34062 ,1600 ,Under Construction,Last update - 19-11-2019
Mumbai,2 BHK Apartment,Bandra East,350.0,29166 ,1200 ,Under Construction,Last update - 19-11-2019
Mumbai,1 BHK Apartment,Bandra East,125.0,32467 ,385 ,Ready to move,Last update - 13-12-2019
Mumbai,1 BHK Apartment,Bandra East,82.0,19617 ,418 ,Under Construction,Last update - 23-11-2019
Mumbai,2 BHK Apartment,Bandra East,157.0,18847 ,833 ,Under Construction,Last update - 23-11-2019
Mumbai,3 BHK Apartment,Bandra East,240.0,25263 ,950 ,Ready to move,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,700.0,36842 ,1900 ,Ready to move,Last update - 16-01-2020
Mumbai,1 BHK Apartment,Bandra East,170.0,28099 ,605 ,Ready to move,Last update - 24-01-2020
Mumbai,1 BHK Apartment,Bandra East,110.00000000000001,27500 ,400 ,Ready to move,Last update - 26-11-2019
Mumbai,2 BHK Apartment,Bandra East,400.0,36363 ,1100 ,Ready to move,Last update - 16-10-2019
Mumbai,3 BHK Apartment,Bandra East,799.0,53877 ,1483 ,Ready to move,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,700.0,36842 ,1900 ,Ready to move,Last update - 16-01-2020
Mumbai,3 BHK Apartment,Bandra East,710.0,34855 ,2037 ,Ready to move,Last update - 16-01-2020
Mumbai,4 BHK Apartment,Bandra East,850.0,39627 ,2145 ,Ready to move,Last update - 16-01-2020
Mumbai,4 BHK Apartment,Bandra East,1011.0,42301 ,2390 ,Ready to move,Last update - 16-01-2020
Mumbai,1 BHK Apartment,Bandra East,82.0,19617 ,418 ,Under Construction,Last update - 29-11-2019
Mumbai,2 BHK Apartment,Bandra East,157.0,18847 ,833 ,Under Construction,Last update - 29-11-2019
Mumbai,4 BHK Apartment,Bandra East,1100.0,64327 ,1710 ,Under Construction,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,841.0,52398 ,1605 ,Ready to move,Last update - 15-01-2020
Mumbai,4 BHK Apartment,Bandra East,869.9999999999999,47463 ,1833 ,Ready to move,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,545.0,34062 ,1600 ,Under Construction,Last update - 19-11-2019
Mumbai,2 BHK Apartment,Bandra East,350.0,29166 ,1200 ,Under Construction,Last update - 19-11-2019
Mumbai,1 BHK Apartment,Bandra East,125.0,32467 ,385 ,Ready to move,Last update - 13-12-2019
Mumbai,1 BHK Apartment,Bandra East,82.0,19617 ,418 ,Under Construction,Last update - 23-11-2019
Mumbai,2 BHK Apartment,Bandra East,157.0,18847 ,833 ,Under Construction,Last update - 23-11-2019
Mumbai,3 BHK Apartment,Bandra East,240.0,25263 ,950 ,Ready to move,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,700.0,36842 ,1900 ,Ready to move,Last update - 16-01-2020
Mumbai,1 BHK Apartment,Bandra East,170.0,28099 ,605 ,Ready to move,Last update - 24-01-2020
Mumbai,1 BHK Apartment,Bandra East,110.00000000000001,27500 ,400 ,Ready to move,Last update - 26-11-2019
Mumbai,2 BHK Apartment,Bandra East,400.0,36363 ,1100 ,Ready to move,Last update - 16-10-2019
Mumbai,3 BHK Apartment,Bandra East,799.0,53877 ,1483 ,Ready to move,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,700.0,36842 ,1900 ,Ready to move,Last update - 16-01-2020
Mumbai,3 BHK Apartment,Bandra East,710.0,34855 ,2037 ,Ready to move,Last update - 16-01-2020
Mumbai,4 BHK Apartment,Bandra East,850.0,39627 ,2145 ,Ready to move,Last update - 16-01-2020
Mumbai,4 BHK Apartment,Bandra East,1011.0,42301 ,2390 ,Ready to move,Last update - 16-01-2020
Mumbai,1 BHK Apartment,Bandra East,82.0,19617 ,418 ,Under Construction,Last update - 29-11-2019
Mumbai,2 BHK Apartment,Bandra East,157.0,18847 ,833 ,Under Construction,Last update - 29-11-2019
Mumbai,4 BHK Apartment,Bandra East,1100.0,64327 ,1710 ,Under Construction,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,841.0,52398 ,1605 ,Ready to move,Last update - 15-01-2020
Mumbai,4 BHK Apartment,Bandra East,869.9999999999999,47463 ,1833 ,Ready to move,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,545.0,34062 ,1600 ,Under Construction,Last update - 19-11-2019
Mumbai,2 BHK Apartment,Bandra East,350.0,29166 ,1200 ,Under Construction,Last update - 19-11-2019
Mumbai,1 BHK Apartment,Bandra East,125.0,32467 ,385 ,Ready to move,Last update - 13-12-2019
Mumbai,1 BHK Apartment,Bandra East,82.0,19617 ,418 ,Under Construction,Last update - 23-11-2019
Mumbai,2 BHK Apartment,Bandra East,157.0,18847 ,833 ,Under Construction,Last update - 23-11-2019
Mumbai,3 BHK Apartment,Bandra East,240.0,25263 ,950 ,Ready to move,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,700.0,36842 ,1900 ,Ready to move,Last update - 16-01-2020
Mumbai,1 BHK Apartment,Bandra East,170.0,28099 ,605 ,Ready to move,Last update - 24-01-2020
Mumbai,1 BHK Apartment,Bandra East,110.00000000000001,27500 ,400 ,Ready to move,Last update - 26-11-2019
Mumbai,2 BHK Apartment,Bandra East,400.0,36363 ,1100 ,Ready to move,Last update - 16-10-2019
Mumbai,3 BHK Apartment,Bandra East,799.0,53877 ,1483 ,Ready to move,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,700.0,36842 ,1900 ,Ready to move,Last update - 16-01-2020
Mumbai,3 BHK Apartment,Bandra East,710.0,34855 ,2037 ,Ready to move,Last update - 16-01-2020
Mumbai,4 BHK Apartment,Bandra East,850.0,39627 ,2145 ,Ready to move,Last update - 16-01-2020
Mumbai,4 BHK Apartment,Bandra East,1011.0,42301 ,2390 ,Ready to move,Last update - 16-01-2020
Mumbai,1 BHK Apartment,Bandra East,82.0,19617 ,418 ,Under Construction,Last update - 29-11-2019
Mumbai,2 BHK Apartment,Bandra East,157.0,18847 ,833 ,Under Construction,Last update - 29-11-2019
Mumbai,4 BHK Apartment,Bandra East,1100.0,64327 ,1710 ,Under Construction,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,841.0,52398 ,1605 ,Ready to move,Last update - 15-01-2020
Mumbai,4 BHK Apartment,Bandra East,869.9999999999999,47463 ,1833 ,Ready to move,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,545.0,34062 ,1600 ,Under Construction,Last update - 19-11-2019
Mumbai,2 BHK Apartment,Bandra East,350.0,29166 ,1200 ,Under Construction,Last update - 19-11-2019
Mumbai,1 BHK Apartment,Bandra East,125.0,32467 ,385 ,Ready to move,Last update - 13-12-2019
Mumbai,1 BHK Apartment,Bandra East,82.0,19617 ,418 ,Under Construction,Last update - 23-11-2019
Mumbai,2 BHK Apartment,Bandra East,157.0,18847 ,833 ,Under Construction,Last update - 23-11-2019
Mumbai,3 BHK Apartment,Bandra East,240.0,25263 ,950 ,Ready to move,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,700.0,36842 ,1900 ,Ready to move,Last update - 16-01-2020
Mumbai,1 BHK Apartment,Bandra East,170.0,28099 ,605 ,Ready to move,Last update - 24-01-2020
Mumbai,1 BHK Apartment,Bandra East,110.00000000000001,27500 ,400 ,Ready to move,Last update - 26-11-2019
Mumbai,2 BHK Apartment,Bandra East,400.0,36363 ,1100 ,Ready to move,Last update - 16-10-2019
Mumbai,3 BHK Apartment,Bandra East,799.0,53877 ,1483 ,Ready to move,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,700.0,36842 ,1900 ,Ready to move,Last update - 16-01-2020
Mumbai,3 BHK Apartment,Bandra East,710.0,34855 ,2037 ,Ready to move,Last update - 16-01-2020
Mumbai,4 BHK Apartment,Bandra East,850.0,39627 ,2145 ,Ready to move,Last update - 16-01-2020
Mumbai,4 BHK Apartment,Bandra East,1011.0,42301 ,2390 ,Ready to move,Last update - 16-01-2020
Mumbai,1 BHK Apartment,Bandra East,82.0,19617 ,418 ,Under Construction,Last update - 29-11-2019
Mumbai,2 BHK Apartment,Bandra East,157.0,18847 ,833 ,Under Construction,Last update - 29-11-2019
Mumbai,4 BHK Apartment,Bandra East,1100.0,64327 ,1710 ,Under Construction,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,841.0,52398 ,1605 ,Ready to move,Last update - 15-01-2020
Mumbai,4 BHK Apartment,Bandra East,869.9999999999999,47463 ,1833 ,Ready to move,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,545.0,34062 ,1600 ,Under Construction,Last update - 19-11-2019
Mumbai,2 BHK Apartment,Bandra East,350.0,29166 ,1200 ,Under Construction,Last update - 19-11-2019
Mumbai,1 BHK Apartment,Bandra East,125.0,32467 ,385 ,Ready to move,Last update - 13-12-2019
Mumbai,1 BHK Apartment,Bandra East,82.0,19617 ,418 ,Under Construction,Last update - 23-11-2019
Mumbai,2 BHK Apartment,Bandra East,157.0,18847 ,833 ,Under Construction,Last update - 23-11-2019
Mumbai,3 BHK Apartment,Bandra East,240.0,25263 ,950 ,Ready to move,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,700.0,36842 ,1900 ,Ready to move,Last update - 16-01-2020
Mumbai,1 BHK Apartment,Bandra East,170.0,28099 ,605 ,Ready to move,Last update - 24-01-2020
Mumbai,1 BHK Apartment,Bandra East,110.00000000000001,27500 ,400 ,Ready to move,Last update - 26-11-2019
Mumbai,2 BHK Apartment,Bandra East,400.0,36363 ,1100 ,Ready to move,Last update - 16-10-2019
Mumbai,3 BHK Apartment,Bandra East,799.0,53877 ,1483 ,Ready to move,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,700.0,36842 ,1900 ,Ready to move,Last update - 16-01-2020
Mumbai,3 BHK Apartment,Bandra East,710.0,34855 ,2037 ,Ready to move,Last update - 16-01-2020
Mumbai,4 BHK Apartment,Bandra East,850.0,39627 ,2145 ,Ready to move,Last update - 16-01-2020
Mumbai,4 BHK Apartment,Bandra East,1011.0,42301 ,2390 ,Ready to move,Last update - 16-01-2020
Mumbai,1 BHK Apartment,Bandra East,82.0,19617 ,418 ,Under Construction,Last update - 29-11-2019
Mumbai,2 BHK Apartment,Bandra East,157.0,18847 ,833 ,Under Construction,Last update - 29-11-2019
Mumbai,4 BHK Apartment,Bandra East,1100.0,64327 ,1710 ,Under Construction,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,841.0,52398 ,1605 ,Ready to move,Last update - 15-01-2020
Mumbai,4 BHK Apartment,Bandra East,869.9999999999999,47463 ,1833 ,Ready to move,Last update - 15-01-2020
Mumbai,3 BHK Apartment,Bandra East,545.0,34062 ,1600 ,Under Construction,Last update - 19-11-2019
Mumbai,2 BHK Apartment,Bandra East,350.0,29166 ,1200 ,Under Construction,Last update - 19-11-2019
Mumbai,1 BHK Apartment,Bandra East,125.0,32467 ,385 ,Ready to move,Last update - 13-12-2019
